X,Y,nesting,num_operands,extra
(-11*x*y-35*x*y),-46*x*y,1,2,no
(-58*y-9*y),-67*y,1,2,no
64*b*y,$,1,1,no
(-8*b*x*y-58*b*x*y),-66*b*x*y,1,2,no
(-30*a*x*y-88*a*x*y),-18*a*x*y,1,2,no
(-39*x+69*x),+30*x,1,2,no
+-59*b*x*y,$,1,1,no
(+x*y+25*x*y),+26*x*y,1,2,no
+-58*a*y,$,1,1,no
(-72*b*y+-24*b*y),-96*b*y,1,2,no
32*b*x,$,1,1,no
(+42*x*y+90*x*y),+32*x*y,1,2,no
(+77*x*y+10*x*y),+87*x*y,1,2,no
(-24*x*y+8*x*y),-16*x*y,1,2,no
(-7*y-3*y),-10*y,1,2,no
(+22*a*x-14*a*x),+8*a*x,1,2,no
95*a*b*x,$,1,1,no
(+82*a*b*x+25*a*b*x),+7*a*b*x,1,2,no
(+75*x+28*x),+3*x,1,2,no
+65*b*y,$,1,1,no
(-11*x*y-39*x*y),-50*x*y,1,2,no
(-39*a*b*x+40*a*b*x),+a*b*x,1,2,no
(-69*b*x*y+34*b*x*y),-35*b*x*y,1,2,no
-30*x,$,1,1,no
(+31*x*y-80*x*y),-49*x*y,1,2,no
(-71*x*y-78*x*y),-49*x*y,1,2,no
(-41*x*y-63*x*y),-4*x*y,1,2,no
(+55*b*x*y++33*b*x*y),+88*b*x*y,1,2,no
(-92*x-80*x),-72*x,1,2,no
(-35*x*y-68*x*y),-3*x*y,1,2,no
-81*a*y,$,1,1,no
53*b*y,$,1,1,no
(+66*x*y-79*x*y),-13*x*y,1,2,no
(-55*a*b*x-22*a*b*x),-77*a*b*x,1,2,no
(-40*a*b*y-87*a*b*y),-27*a*b*y,1,2,no
(+12*a*y+64*a*y),+76*a*y,1,2,no
(+42*x*y-93*x*y),-51*x*y,1,2,no
(-85*a*b*x*y+-2*a*b*x*y),-87*a*b*x*y,1,2,no
(-21*a*b*x*y-15*a*b*x*y),-36*a*b*x*y,1,2,no
(-54*y+-12*y),-66*y,1,2,no
(-47*a*b*y-5*a*b*y),-52*a*b*y,1,2,no
(-69*x*y+-21*x*y),-90*x*y,1,2,no
(+29*b*x-65*b*x),-36*b*x,1,2,no
(+74*a*b*x*y+2*a*b*x*y),+76*a*b*x*y,1,2,no
(-27*y+56*y),+29*y,1,2,no
(+3*b*x*y-76*b*x*y),-73*b*x*y,1,2,no
+-82*a*x,$,1,1,no
(+b*x*y++62*b*x*y),+63*b*x*y,1,2,no
(+26*a*x+7*a*x),+33*a*x,1,2,no
(-92*y+-34*y),-26*y,1,2,no
(-60*a*b*x*y-73*a*b*x*y),-33*a*b*x*y,1,2,no
(-67*a*x*y+28*a*x*y),-39*a*x*y,1,2,no
(+23*x-28*x),-5*x,1,2,no
+74*a*b*y,$,1,1,no
(-39*x*y+31*x*y),-8*x*y,1,2,no
(+74*y-54*y),+20*y,1,2,no
(-4*a*b*x-42*a*b*x),-46*a*b*x,1,2,no
(+54*a*b*y-58*a*b*y),-4*a*b*y,1,2,no
(+0*x*y+70*x*y),+70*x*y,1,2,no
-35*b*y,$,1,1,no
+71*b*x,$,1,1,no
(+26*b*x*y-34*b*x*y),-8*b*x*y,1,2,no
-20*a*x*y,$,1,1,no
(+3*a*x+85*a*x),+88*a*x,1,2,no
(+95*x*y+-64*x*y),+31*x*y,1,2,no
32*a*x*y,$,1,1,no
(+2*x*y+34*x*y),+36*x*y,1,2,no
(-29*b*y+14*b*y),-15*b*y,1,2,no
(+39*x+-24*x),+15*x,1,2,no
(-25*a*y+26*a*y),+a*y,1,2,no
(-88*a*x*y-40*a*x*y),-28*a*x*y,1,2,no
(-53*x+71*x),+18*x,1,2,no
(-60*y+46*y),-14*y,1,2,no
(+0*y+12*y),+12*y,1,2,no
(+37*x*y-10*x*y),+27*x*y,1,2,no
(-84*x*y-9*x*y),-93*x*y,1,2,no
(-45*x*y+-47*x*y),-92*x*y,1,2,no
(+79*x*y-77*x*y),+2*x*y,1,2,no
(+34*a*x++39*a*x),+73*a*x,1,2,no
(-14*x+-89*x),-3*x,1,2,no
(-41*x*y+27*x*y),-14*x*y,1,2,no
(-46*a*b*y-70*a*b*y),-16*a*b*y,1,2,no
(+47*a*b*y-60*a*b*y),-13*a*b*y,1,2,no
(-98*x*y+13*x*y),-85*x*y,1,2,no
(-92*b*x-63*b*x),-55*b*x,1,2,no
(-x*y++33*x*y),+32*x*y,1,2,no
(-27*a*y+59*a*y),+32*a*y,1,2,no
(+23*a*b*x*y+82*a*b*x*y),+5*a*b*x*y,1,2,no
(-39*b*x*y-33*b*x*y),-72*b*x*y,1,2,no
(-73*y+-35*y),-8*y,1,2,no
(-48*a*b*x*y+-93*a*b*x*y),-41*a*b*x*y,1,2,no
(+55*a*b*x++14*a*b*x),+69*a*b*x,1,2,no
(+90*a*b*y-62*a*b*y),+28*a*b*y,1,2,no
(-98*a*y+73*a*y),-25*a*y,1,2,no
(-29*y-13*y),-42*y,1,2,no
(+49*a*b*x*y+18*a*b*x*y),+67*a*b*x*y,1,2,no
(+52*b*y+55*b*y),+7*b*y,1,2,no
(-48*a*x*y+21*a*x*y),-27*a*x*y,1,2,no
(+59*x*y+20*x*y),+79*x*y,1,2,no
-34*a*x*y,$,1,1,no
-68*a*b*x*y,$,1,1,no
-15*a*x,$,1,1,no
(-10*b*x++40*b*x),+30*b*x,1,2,no
(-22*b*x-38*b*x),-60*b*x,1,2,no
(-27*a*b*x*y+23*a*b*x*y),-4*a*b*x*y,1,2,no
(-27*b*x+-52*b*x),-79*b*x,1,2,no
(+20*a*x*y-29*a*x*y),-9*a*x*y,1,2,no
(-27*a*b*x*y+7*a*b*x*y),-20*a*b*x*y,1,2,no
(-11*x*y-3*x*y),-14*x*y,1,2,no
(-99*b*x*y-74*b*x*y),-73*b*x*y,1,2,no
(+38*x-81*x),-43*x,1,2,no
(+55*b*x*y-39*b*x*y),+16*b*x*y,1,2,no
(+54*b*x*y-5*b*x*y),+49*b*x*y,1,2,no
(-32*x*y+67*x*y),+35*x*y,1,2,no
(-60*x*y-65*x*y),-25*x*y,1,2,no
(-98*x*y+-60*x*y),-58*x*y,1,2,no
91*a*y,$,1,1,no
+-18*a*b*y,$,1,1,no
(+21*b*x*y+-94*b*x*y),-73*b*x*y,1,2,no
(+66*a*x*y+57*a*x*y),+23*a*x*y,1,2,no
(-32*x+35*x),+3*x,1,2,no
60*a*b*y,$,1,1,no
(+25*x+46*x),+71*x,1,2,no
(-48*b*x*y-71*b*x*y),-19*b*x*y,1,2,no
(-69*x*y+59*x*y),-10*x*y,1,2,no
(-61*a*b*x*y-86*a*b*x*y),-47*a*b*x*y,1,2,no
(-15*a*y-59*a*y),-74*a*y,1,2,no
(-28*x*y+64*x*y),+36*x*y,1,2,no
(-25*a*b*x*y+48*a*b*x*y),+23*a*b*x*y,1,2,no
+-64*a*x*y,$,1,1,no
(+52*a*y+-2*a*y),+50*a*y,1,2,no
(+87*a*b*x*y+52*a*b*x*y),+39*a*b*x*y,1,2,no
(+47*y+2*y),+49*y,1,2,no
(+68*y+51*y),+19*y,1,2,no
(-55*a*b*x*y+66*a*b*x*y),+11*a*b*x*y,1,2,no
(+80*x-24*x),+56*x,1,2,no
(-97*y-3*y),+0*y,1,2,no
(+86*b*y+34*b*y),+20*b*y,1,2,no
(+55*a*x*y++4*a*x*y),+59*a*x*y,1,2,no
(-58*x*y+89*x*y),+31*x*y,1,2,no
(-51*a*b*x-73*a*b*x),-24*a*b*x,1,2,no
(+80*a*b*x+-7*a*b*x),+73*a*b*x,1,2,no
+46*a*x*y,$,1,1,no
(-41*a*b*x*y+-89*a*b*x*y),-30*a*b*x*y,1,2,no
+8*a*y,$,1,1,no
(+95*x+54*x),+49*x,1,2,no
+92*a*x,$,1,1,no
(-16*b*x*y++61*b*x*y),+45*b*x*y,1,2,no
(+4*a*b*x*y+42*a*b*x*y),+46*a*b*x*y,1,2,no
(-78*a*b*x+-10*a*b*x),-88*a*b*x,1,2,no
(-73*a*y-13*a*y),-86*a*y,1,2,no
(+98*b*x-21*b*x),+77*b*x,1,2,no
(-8*y+16*y),+8*y,1,2,no
+-79*b*x,$,1,1,no
(-85*y+62*y),-23*y,1,2,no
(+33*y++15*y),+48*y,1,2,no
+67*a*b*x,$,1,1,no
(-5*x*y+-6*x*y),-11*x*y,1,2,no
(+38*x*y+78*x*y),+16*x*y,1,2,no
(-67*x++14*x),-53*x,1,2,no
+13*a*x*y,$,1,1,no
(-97*x-29*x),-26*x,1,2,no
(+23*a*b*y-18*a*b*y),+5*a*b*y,1,2,no
(-7*a*b*x*y+61*a*b*x*y),+54*a*b*x*y,1,2,no
-85*a*b*x*y,$,1,1,no
44*a*x*y,$,1,1,no
(-97*a*b*x*y-60*a*b*x*y),-57*a*b*x*y,1,2,no
(+60*a*x*y+26*a*x*y),+86*a*x*y,1,2,no
(-89*x*y+-86*x*y),-75*x*y,1,2,no
(-93*x-6*x),-99*x,1,2,no
(+86*b*x-4*b*x),+82*b*x,1,2,no
(+79*x*y+14*x*y),+93*x*y,1,2,no
(-58*x+36*x),-22*x,1,2,no
(+24*a*x*y+24*a*x*y),+48*a*x*y,1,2,no
(+8*a*b*y++44*a*b*y),+52*a*b*y,1,2,no
-41*b*y,$,1,1,no
(-80*x*y++35*x*y),-45*x*y,1,2,no
(+49*a*b*x*y+44*a*b*x*y),+93*a*b*x*y,1,2,no
(-4*y+19*y),+15*y,1,2,no
(-6*y-89*y),-95*y,1,2,no
(-91*a*x+-18*a*x),-9*a*x,1,2,no
(+49*a*b*x+20*a*b*x),+69*a*b*x,1,2,no
-60*a*b*x*y,$,1,1,no
(+27*b*x*y+-70*b*x*y),-43*b*x*y,1,2,no
(+67*b*y+80*b*y),+47*b*y,1,2,no
-65*a*x*y,$,1,1,no
(-28*a*x*y-41*a*x*y),-69*a*x*y,1,2,no
(+73*x*y+47*x*y),+20*x*y,1,2,no
(-84*a*b*x-43*a*b*x),-27*a*b*x,1,2,no
+75*a*b*y,$,1,1,no
(-39*y+10*y),-29*y,1,2,no
(+39*a*x*y+65*a*x*y),+4*a*x*y,1,2,no
(-6*a*b*x*y+50*a*b*x*y),+44*a*b*x*y,1,2,no
(+3*a*b*x*y+53*a*b*x*y),+56*a*b*x*y,1,2,no
(+20*y++91*y),+11*y,1,2,no
(+38*y+90*y),+28*y,1,2,no
(+31*a*x+-16*a*x),+15*a*x,1,2,no
(-10*a*b*x*y-97*a*b*x*y),-7*a*b*x*y,1,2,no
(-38*b*y+12*b*y),-26*b*y,1,2,no
(+80*a*x*y-75*a*x*y),+5*a*x*y,1,2,no
(-14*x*y+40*x*y),+26*x*y,1,2,no
(+41*a*b*x*y-25*a*b*x*y),+16*a*b*x*y,1,2,no
(+8*a*x+45*a*x),+53*a*x,1,2,no
(+14*x+-29*x),-15*x,1,2,no
(-98*a*y-14*a*y),-12*a*y,1,2,no
(+90*x*y-54*x*y),+36*x*y,1,2,no
(-37*a*b*x-49*a*b*x),-86*a*b*x,1,2,no
(-37*b*x-52*b*x),-89*b*x,1,2,no
(+98*b*y+96*b*y),+94*b*y,1,2,no
(+41*a*b*x-41*a*b*x),+0*x*a*b,1,2,no
(+3*b*y+-8*b*y),-5*b*y,1,2,no
71*a*x*y,$,1,1,no
(+18*a*b*x*y++29*a*b*x*y),+47*a*b*x*y,1,2,no
-57*b*x,$,1,1,no
(+55*x*y+46*x*y),+x*y,1,2,no
86*a*x,$,1,1,no
36*b*x,$,1,1,no
99*a*y,$,1,1,no
(-89*y+4*y),-85*y,1,2,no
(-82*x*y-53*x*y),-35*x*y,1,2,no
(-90*x*y-18*x*y),-8*x*y,1,2,no
(-12*x*y+57*x*y),+45*x*y,1,2,no
(-81*x+61*x),-20*x,1,2,no
(-74*a*b*y-73*a*b*y),-47*a*b*y,1,2,no
(+22*y+92*y),+14*y,1,2,no
(-69*a*b*x+-2*a*b*x),-71*a*b*x,1,2,no
(+25*a*b*x*y+21*a*b*x*y),+46*a*b*x*y,1,2,no
(-41*x*y+58*x*y),+17*x*y,1,2,no
(+87*b*x*y+25*b*x*y),+12*b*x*y,1,2,no
+57*b*y,$,1,1,no
(+61*y-48*y),+13*y,1,2,no
-7*x,$,1,1,no
(-19*x+-97*x),-16*x,1,2,no
(-13*a*b*y-24*a*b*y),-37*a*b*y,1,2,no
(-2*a*x-53*a*x),-55*a*x,1,2,no
(+81*a*b*y+-27*a*b*y),+54*a*b*y,1,2,no
(+42*y-82*y),-40*y,1,2,no
(+10*a*x++11*a*x),+21*a*x,1,2,no
(-32*x*y+32*x*y),+0*x*y,1,2,no
(+20*a*b*x*y+62*a*b*x*y),+82*a*b*x*y,1,2,no
(-93*a*b*x*y-38*a*b*x*y),-31*a*b*x*y,1,2,no
(+70*x*y+86*x*y),+56*x*y,1,2,no
(+65*y+46*y),+11*y,1,2,no
(+31*x*y-47*x*y),-16*x*y,1,2,no
(-65*y+-5*y),-70*y,1,2,no
(-33*b*x*y-33*b*x*y),-66*b*x*y,1,2,no
+13*x,$,1,1,no
(+67*b*y++37*b*y),+4*b*y,1,2,no
(+17*y-53*y),-36*y,1,2,no
(-41*a*y+-26*a*y),-67*a*y,1,2,no
(+29*x*y-36*x*y),-7*x*y,1,2,no
(-33*b*x*y-75*b*x*y),-8*b*x*y,1,2,no
(+89*x+74*x),+63*x,1,2,no
(+3*x*y-59*x*y),-56*x*y,1,2,no
(-9*x*y+74*x*y),+65*x*y,1,2,no
(-57*y++43*y),-14*y,1,2,no
-72*a*y,$,1,1,no
(+7*b*y+85*b*y),+92*b*y,1,2,no
(-23*a*b*x+33*a*b*x),+10*a*b*x,1,2,no
(-24*a*x-52*a*x),-76*a*x,1,2,no
(+69*x*y++43*x*y),+12*x*y,1,2,no
(+52*a*b*x*y-9*a*b*x*y),+43*a*b*x*y,1,2,no
(+61*a*b*x*y+86*a*b*x*y),+47*a*b*x*y,1,2,no
(+0*x*y*a*b+54*a*b*x*y),+54*a*b*x*y,1,2,no
(+51*a*b*y-8*a*b*y),+43*a*b*y,1,2,no
(-31*b*x-6*b*x),-37*b*x,1,2,no
-18*a*y,$,1,1,no
(+12*a*b*x+72*a*b*x),+84*a*b*x,1,2,no
(+46*b*x*y+81*b*x*y),+27*b*x*y,1,2,no
(-68*x+58*x),-10*x,1,2,no
(-25*b*y-27*b*y),-52*b*y,1,2,no
(+47*x*y-46*x*y),+x*y,1,2,no
(+33*b*x*y+-25*b*x*y),+8*b*x*y,1,2,no
(-85*a*x+20*a*x),-65*a*x,1,2,no
(+71*y-37*y),+34*y,1,2,no
(+60*x*y-52*x*y),+8*x*y,1,2,no
-36*a*b*x,$,1,1,no
(-64*y-10*y),-74*y,1,2,no
(-22*x-22*x),-44*x,1,2,no
-85*y,$,1,1,no
(+16*a*y++80*a*y),+96*a*y,1,2,no
(-61*x*y+35*x*y),-26*x*y,1,2,no
(-45*a*x-18*a*x),-63*a*x,1,2,no
(+39*x*y-32*x*y),+7*x*y,1,2,no
(-a*x-59*a*x),-60*a*x,1,2,no
(-81*a*b*x*y-44*a*b*x*y),-25*a*b*x*y,1,2,no
+-35*a*x*y,$,1,1,no
5*b*y,$,1,1,no
(+74*y+3*y),+77*y,1,2,no
+-49*a*b*y,$,1,1,no
(+8*a*b*x-5*a*b*x),+3*a*b*x,1,2,no
(-86*a*x*y-5*a*x*y),-91*a*x*y,1,2,no
(+14*a*b*x*y+82*a*b*x*y),+96*a*b*x*y,1,2,no
(+95*x*y+65*x*y),+60*x*y,1,2,no
+-31*a*b*x*y,$,1,1,no
(-31*a*b*x-70*a*b*x),-a*b*x,1,2,no
(-14*b*x*y-74*b*x*y),-88*b*x*y,1,2,no
(-61*b*x*y-56*b*x*y),-17*b*x*y,1,2,no
(+a*x*y+12*a*x*y),+13*a*x*y,1,2,no
(-80*a*b*x*y+-33*a*b*x*y),-13*a*b*x*y,1,2,no
(-85*a*b*x*y+65*a*b*x*y),-20*a*b*x*y,1,2,no
(-5*y+12*y),+7*y,1,2,no
(-4*x*y+65*x*y),+61*x*y,1,2,no
(+89*a*b*x*y+54*a*b*x*y),+43*a*b*x*y,1,2,no
(+4*a*b*x+41*a*b*x),+45*a*b*x,1,2,no
4*b*y,$,1,1,no
(-70*x*y+61*x*y),-9*x*y,1,2,no
(+28*a*b*y-80*a*b*y),-52*a*b*y,1,2,no
-75*a*b*x,$,1,1,no
+-87*a*b*x*y,$,1,1,no
(-29*a*b*y-38*a*b*y),-67*a*b*y,1,2,no
(-29*x+17*x),-12*x,1,2,no
(+9*y+-29*y),-20*y,1,2,no
(+54*a*b*x*y+38*a*b*x*y),+92*a*b*x*y,1,2,no
(+11*a*x*y-34*a*x*y),-23*a*x*y,1,2,no
(+44*x+-15*x),+29*x,1,2,no
(-29*x*y-64*x*y),-93*x*y,1,2,no
57*b*x,$,1,1,no
(-8*b*y+80*b*y),+72*b*y,1,2,no
(+29*a*b*x+51*a*b*x),+80*a*b*x,1,2,no
(-5*x*y-94*x*y),-99*x*y,1,2,no
-27*a*b*x,$,1,1,no
(+3*a*y+-69*a*y),-66*a*y,1,2,no
(+78*x*y+49*x*y),+27*x*y,1,2,no
-81*b*y,$,1,1,no
(+45*b*x*y-26*b*x*y),+19*b*x*y,1,2,no
(+13*a*x*y+32*a*x*y),+45*a*x*y,1,2,no
(-17*y-62*y),-79*y,1,2,no
38*a*b*x,$,1,1,no
(-58*x*y+13*x*y),-45*x*y,1,2,no
(+12*x-55*x),-43*x,1,2,no
(+67*x*y-35*x*y),+32*x*y,1,2,no
(-98*x*y++71*x*y),-27*x*y,1,2,no
(+40*a*b*x*y+44*a*b*x*y),+84*a*b*x*y,1,2,no
(-3*b*x*y++4*b*x*y),+b*x*y,1,2,no
(+57*x*y+68*x*y),+25*x*y,1,2,no
+-72*a*b*y,$,1,1,no
(+88*x*y+55*x*y),+43*x*y,1,2,no
(+51*x*y+-81*x*y),-30*x*y,1,2,no
(-44*a*x*y+30*a*x*y),-14*a*x*y,1,2,no
(+73*x*y+69*x*y),+42*x*y,1,2,no
(-16*y-51*y),-67*y,1,2,no
10*a*x*y,$,1,1,no
+44*x,$,1,1,no
(+47*x*y+69*x*y),+16*x*y,1,2,no
(+0*x*y-58*x*y),-58*x*y,1,2,no
(+45*x*y-98*x*y),-53*x*y,1,2,no
(-45*b*x*y+-49*b*x*y),-94*b*x*y,1,2,no
(-15*b*y-37*b*y),-52*b*y,1,2,no
(-25*b*x+-52*b*x),-77*b*x,1,2,no
(-40*a*x*y-18*a*x*y),-58*a*x*y,1,2,no
-49*b*x*y,$,1,1,no
(+78*x*y+-70*x*y),+8*x*y,1,2,no
(-64*x*y-89*x*y),-53*x*y,1,2,no
(+48*a*x++87*a*x),+35*a*x,1,2,no
(-11*a*b*x*y+-20*a*b*x*y),-31*a*b*x*y,1,2,no
(-33*a*x*y+16*a*x*y),-17*a*x*y,1,2,no
(+2*b*x+81*b*x),+83*b*x,1,2,no
(-45*a*b*y-10*a*b*y),-55*a*b*y,1,2,no
(+84*a*x*y+16*a*x*y),+0*x*y*a,1,2,no
(-73*x+36*x),-37*x,1,2,no
(+30*a*x-79*a*x),-49*a*x,1,2,no
(+86*x-44*x),+42*x,1,2,no
(+85*x+26*x),+11*x,1,2,no
(-3*x-42*x),-45*x,1,2,no
(-86*x*y+51*x*y),-35*x*y,1,2,no
(+13*y+53*y),+66*y,1,2,no
(+52*y+82*y),+34*y,1,2,no
(-54*a*b*x*y-49*a*b*x*y),-3*a*b*x*y,1,2,no
+59*b*x,$,1,1,no
+6*x,$,1,1,no
(+24*y++20*y),+44*y,1,2,no
(+30*a*x*y+95*a*x*y),+25*a*x*y,1,2,no
+-2*a*b*x,$,1,1,no
+-26*b*x,$,1,1,no
(-13*a*x+59*a*x),+46*a*x,1,2,no
(+7*x*y-36*x*y),-29*x*y,1,2,no
-96*b*x,$,1,1,no
(-71*x+66*x),-5*x,1,2,no
(-16*x*y+60*x*y),+44*x*y,1,2,no
(-6*x*y-47*x*y),-53*x*y,1,2,no
(-28*a*b*y+31*a*b*y),+3*a*b*y,1,2,no
(-95*x-33*x),-28*x,1,2,no
(+92*b*x-36*b*x),+56*b*x,1,2,no
(-13*a*b*x-4*a*b*x),-17*a*b*x,1,2,no
+-61*a*x,$,1,1,no
(+75*x+33*x),+8*x,1,2,no
(+40*a*x-25*a*x),+15*a*x,1,2,no
(+16*x+-73*x),-57*x,1,2,no
(-3*x+92*x),+89*x,1,2,no
(+5*a*b*x*y-26*a*b*x*y),-21*a*b*x*y,1,2,no
(-34*b*x+12*b*x),-22*b*x,1,2,no
40*a*b*y,$,1,1,no
(-70*a*b*x*y++92*a*b*x*y),+22*a*b*x*y,1,2,no
+-10*a*b*x*y,$,1,1,no
(+49*a*b*x*y+-92*a*b*x*y),-43*a*b*x*y,1,2,no
(-65*a*x-7*a*x),-72*a*x,1,2,no
+75*b*y,$,1,1,no
(+12*x*y+-60*x*y),-48*x*y,1,2,no
(+87*x*y-47*x*y),+40*x*y,1,2,no
(+92*x*y+41*x*y),+33*x*y,1,2,no
(-42*b*x*y++52*b*x*y),+10*b*x*y,1,2,no
(+16*b*x*y-7*b*x*y),+9*b*x*y,1,2,no
(+36*a*y-8*a*y),+28*a*y,1,2,no
(+10*b*y+29*b*y),+39*b*y,1,2,no
(-7*x*y-61*x*y),-68*x*y,1,2,no
(-67*x*y-12*x*y),-79*x*y,1,2,no
(-30*x*y+72*x*y),+42*x*y,1,2,no
(+94*x*y+98*x*y),+92*x*y,1,2,no
(-12*y+44*y),+32*y,1,2,no
(-13*b*x*y-18*b*x*y),-31*b*x*y,1,2,no
(-83*a*y-59*a*y),-42*a*y,1,2,no
73*a*x*y,$,1,1,no
(+95*x+6*x),+x,1,2,no
(-53*a*b*y-38*a*b*y),-91*a*b*y,1,2,no
(-37*x*y-62*x*y),-99*x*y,1,2,no
(+94*x*y++20*x*y),+14*x*y,1,2,no
(+76*b*x*y+58*b*x*y),+34*b*x*y,1,2,no
(+75*a*x-49*a*x),+26*a*x,1,2,no
(+33*x*y+69*x*y),+2*x*y,1,2,no
(-11*b*x*y++56*b*x*y),+45*b*x*y,1,2,no
(+15*a*b*y+66*a*b*y),+81*a*b*y,1,2,no
(-21*a*b*x*y+57*a*b*x*y),+36*a*b*x*y,1,2,no
+76*a*b*x,$,1,1,no
(+53*a*x-65*a*x),-12*a*x,1,2,no
(+42*a*b*x*y-37*a*b*x*y),+5*a*b*x*y,1,2,no
(-93*b*x-62*b*x),-55*b*x,1,2,no
(-41*a*x++21*a*x),-20*a*x,1,2,no
48*b*x*y,$,1,1,no
(+58*x*y-55*x*y),+3*x*y,1,2,no
(+55*x-22*x),+33*x,1,2,no
(-34*a*b*x*y+65*a*b*x*y),+31*a*b*x*y,1,2,no
70*a*x*y,$,1,1,no
(+53*a*b*x+68*a*b*x),+21*a*b*x,1,2,no
(-47*y-17*y),-64*y,1,2,no
(-15*a*b*x-40*a*b*x),-55*a*b*x,1,2,no
(-39*a*b*x*y+91*a*b*x*y),+52*a*b*x*y,1,2,no
(-45*a*b*x-28*a*b*x),-73*a*b*x,1,2,no
(-76*a*x+-67*a*x),-43*a*x,1,2,no
(-91*x*y+10*x*y),-81*x*y,1,2,no
(-8*x*y++7*x*y),-x*y,1,2,no
(-66*a*b*y+32*a*b*y),-34*a*b*y,1,2,no
-92*b*x*y,$,1,1,no
(-39*b*x*y-67*b*x*y),-6*b*x*y,1,2,no
(+61*x+-86*x),-25*x,1,2,no
(-10*x*y+50*x*y),+40*x*y,1,2,no
(-43*a*y++0*y*a),-43*a*y,1,2,no
(+94*y++51*y),+45*y,1,2,no
(-18*x*y+-37*x*y),-55*x*y,1,2,no
(+14*a*b*x*y+28*a*b*x*y),+42*a*b*x*y,1,2,no
(+75*y-72*y),+3*y,1,2,no
(+59*x*y-37*x*y),+22*x*y,1,2,no
(+39*a*x+10*a*x),+49*a*x,1,2,no
(+4*x*y+64*x*y),+68*x*y,1,2,no
(+6*b*y+26*b*y),+32*b*y,1,2,no
(+87*y+86*y),+73*y,1,2,no
(-86*a*b*x*y-23*a*b*x*y),-9*a*b*x*y,1,2,no
(+30*a*b*y++85*a*b*y),+15*a*b*y,1,2,no
(-33*a*b*y+25*a*b*y),-8*a*b*y,1,2,no
(+13*x+-89*x),-76*x,1,2,no
(-25*a*b*x*y+-44*a*b*x*y),-69*a*b*x*y,1,2,no
+24*x,$,1,1,no
(-23*b*x*y+9*b*x*y),-14*b*x*y,1,2,no
(-30*y-69*y),-99*y,1,2,no
(-x-10*x),-11*x,1,2,no
(+25*x*y-77*x*y),-52*x*y,1,2,no
(-10*a*x-21*a*x),-31*a*x,1,2,no
(+26*x*y++4*x*y),+30*x*y,1,2,no
(+b*x*y++82*b*x*y),+83*b*x*y,1,2,no
(-14*a*b*y+97*a*b*y),+83*a*b*y,1,2,no
(-4*a*x-52*a*x),-56*a*x,1,2,no
(-52*y+58*y),+6*y,1,2,no
(-53*x+20*x),-33*x,1,2,no
(-20*x*y+9*x*y),-11*x*y,1,2,no
(-19*a*b*x*y-42*a*b*x*y),-61*a*b*x*y,1,2,no
(+23*x*y+92*x*y),+15*x*y,1,2,no
(-21*a*x*y+2*a*x*y),-19*a*x*y,1,2,no
(+30*a*x*y-96*a*x*y),-66*a*x*y,1,2,no
(+25*x+42*x),+67*x,1,2,no
(-18*a*x*y-51*a*x*y),-69*a*x*y,1,2,no
(-26*x*y+20*x*y),-6*x*y,1,2,no
(-45*x*y+-76*x*y),-21*x*y,1,2,no
(-14*x-72*x),-86*x,1,2,no
(-20*b*x+68*b*x),+48*b*x,1,2,no
(-23*a*b*x*y+22*a*b*x*y),-a*b*x*y,1,2,no
-28*y,$,1,1,no
63*a*b*x,$,1,1,no
(+14*b*x+41*b*x),+55*b*x,1,2,no
(-10*b*y-22*b*y),-32*b*y,1,2,no
+93*a*x,$,1,1,no
(+97*x*y-63*x*y),+34*x*y,1,2,no
(-94*x*y-16*x*y),-10*x*y,1,2,no
(-10*a*b*x+87*a*b*x),+77*a*b*x,1,2,no
(+56*x*y++45*x*y),+x*y,1,2,no
-60*x*y,$,1,1,no
(+44*x*y-75*x*y),-31*x*y,1,2,no
(+5*a*y-21*a*y),-16*a*y,1,2,no
(+18*a*y-78*a*y),-60*a*y,1,2,no
(-84*x-49*x),-33*x,1,2,no
(-7*x*y-94*x*y),-x*y,1,2,no
(-27*a*b*x*y-2*a*b*x*y),-29*a*b*x*y,1,2,no
(+50*y+91*y),+41*y,1,2,no
(-79*x*y-46*x*y),-25*x*y,1,2,no
(+15*a*b*x-37*a*b*x),-22*a*b*x,1,2,no
(+26*a*x++78*a*x),+4*a*x,1,2,no
(-87*x*y+44*x*y),-43*x*y,1,2,no
(+80*x+49*x),+29*x,1,2,no
(-34*x-4*x),-38*x,1,2,no
(-75*a*b*x-67*a*b*x),-42*a*b*x,1,2,no
(-42*x*y-5*x*y),-47*x*y,1,2,no
(+64*b*x-27*b*x),+37*b*x,1,2,no
(-57*a*y+-42*a*y),-99*a*y,1,2,no
(+4*y-82*y),-78*y,1,2,no
-94*b*x,$,1,1,no
(-29*x++46*x),+17*x,1,2,no
(+89*b*x*y-18*b*x*y),+71*b*x*y,1,2,no
(+13*b*y-59*b*y),-46*b*y,1,2,no
(-12*a*x++6*a*x),-6*a*x,1,2,no
(-7*a*b*y-93*a*b*y),+0*b*y*a,1,2,no
(-46*b*x*y-39*b*x*y),-85*b*x*y,1,2,no
(+56*x-46*x),+10*x,1,2,no
(+23*x*y++67*x*y),+90*x*y,1,2,no
(+39*x*y++72*x*y),+11*x*y,1,2,no
(-95*x*y-19*x*y),-14*x*y,1,2,no
(+80*x++91*x),+71*x,1,2,no
75*a*b*y,$,1,1,no
